,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
10,Team Aster vs EHOME,1.72-2.14,-,1.60-2.25,17 Февраля 09:03 2020,ESL One Los Angeles 2020 | Квалификации,EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'Sccc', 'CHYuan']",Team Aster,"['Borax', 'Fade']","['Enchantress', 'Io', 'Omniknight', 'Timbersaw', 'Batrider', 'Kunkka']","['Winter Wyvern', 'Snapfire', 'Lich', 'Faceless Void', 'Slardar', 'Tinker']","['Troll Warlord', 'Medusa', 'Puck', 'Naga Siren', 'Pugna']","['Oracle', 'Rubick']","<span class=""team__title-label"">Победа</span>",,25 : 9
11,Royal Never Give Up vs EHOME,1.27-3.70,-,1.30-3.38,16 Февраля 12:00 2020,ESL One Los Angeles 2020 | Квалификации,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Enchantress', 'Ancient Apparition', 'Timbersaw', 'Faceless Void', 'Morphling', 'Storm Spirit']","['Omniknight', 'Slark', 'Outworld Destroyer', 'Anti-Mage', 'Mars', 'Ember Spirit']","['Lifestealer', 'Dark Seer', 'Pangolier', 'Lich', 'Drow Ranger']","['Templar Assassin', 'Clockwerk']","<span class=""team__title-label"">Победа</span>",,17 : 13
12,Royal Never Give Up vs EHOME,1.27-3.70,-,1.30-3.38,16 Февраля 12:00 2020,ESL One Los Angeles 2020 | Квалификации,EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'Monet', 'Flyby']",Royal Never Give Up,"['September', 'Super']","['Omniknight', 'Enchantress', 'Snapfire', 'Anti-Mage', 'Phantom Lancer', 'Faceless Void']","['Ancient Apparition', 'Tiny', 'Earthshaker', 'Outworld Destroyer', 'Slark', 'Templar Assassin']","['Morphling', 'Pugna', 'Clockwerk', 'Riki', 'Timbersaw']","['Treant Protector', 'Lich']",,"<span class=""team__title-label"">Победа</span>",21 : 15
13,Invictus Gaming vs Team Aster,1.41-2.92,-,1.38-2.94,16 Февраля 09:33 2020,ESL One Los Angeles 2020 | Квалификации,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Team Aster,"['Sccc', 'CHYuan', 'Borax', 'Fade']","['Enchantress', 'Omniknight', 'Io', 'Batrider', 'Slardar', 'Pugna']","['Void Spirit', 'Disruptor', 'Ancient Apparition', 'Faceless Void', 'Arc Warden', 'Templar Assassin']","['Monkey King', 'Medusa', 'Legion Commander', 'Snapfire', 'Ogre Magi']","['Morphling', 'Puck', 'Lich', 'Rubick']","<span class=""team__title-label"">Победа</span>",,15 : 23
14,Invictus Gaming vs Team Aster,1.41-2.92,-,1.38-2.94,16 Февраля 09:33 2020,ESL One Los Angeles 2020 | Квалификации,Team Aster,"['Sccc', 'CHYuan', 'Fade', 'Borax', 'flyfly']",Invictus Gaming,"['Emo', 'JT-', 'Kaka', 'Oli']","['Disruptor', 'Void Spirit', 'Snapfire', 'Timbersaw', 'Arc Warden', 'Razor']","['Io', 'Omniknight', 'Enchantress', 'Batrider', 'Ancient Apparition', 'Dragon Knight']","['Medusa', 'Monkey King', 'Earthshaker', 'Vengeful Spirit', 'Morphling']","['Kunkka', 'Puck', 'Nyx Assassin', 'Lich']",,"<span class=""team__title-label"">Победа</span>",9 : 19
15,Virtus.pro vs HellRaisers,1.21-4.37,-,1.19-4.35,15 Февраля 18:59 2020,Parimatch League Season 2 | Групповой этап,HellRaisers,"['Nix', 'xannii', 'Funn1k', 'Gilgir', 'Miposhka']",Virtus.pro,"['Resolut1on', 'No[o]ne', 'RAMZES666', 'Zayac', 'Solo']","['Nyx Assassin', 'Timbersaw', 'Pudge', 'Phantom Lancer', 'Beastmaster', 'Slark']","['Bounty Hunter', 'Slardar', 'Zeus', 'Naga Siren', 'Morphling', 'Huskar']","['Lycan', 'Doom', 'Batrider', 'Enchantress', 'Earth Spirit']","['Vengeful Spirit', 'Void Spirit', 'Riki', 'Techies', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,39 : 12
16,Virtus.pro vs HellRaisers,1.21-4.37,-,1.19-4.35,15 Февраля 18:59 2020,Parimatch League Season 2 | Групповой этап,HellRaisers,"['xannii', 'Nix', 'Funn1k', 'Gilgir', 'Miposhka']",Virtus.pro,"['Resolut1on', 'No[o]ne', 'RAMZES666', 'Zayac', 'Solo']","['Nyx Assassin', 'Disruptor', 'Snapfire', 'Dark Seer', 'Enchantress', 'Razor']","['Puck', 'Slardar', 'Oracle', 'Slark', 'Phantom Lancer', 'Storm Spirit']","['Ember Spirit', 'Lifestealer', 'Abaddon', 'Rubick', 'Vengeful Spirit']","[""Nature's Prophet"", 'Batrider', 'Terrorblade', 'Spirit Breaker', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",25 : 24
17,Virtus.pro vs HellRaisers,1.21-4.37,-,1.19-4.35,15 Февраля 18:59 2020,Parimatch League Season 2 | Групповой этап,HellRaisers,"['xannii', 'Nix', 'Funn1k', 'Gilgir', 'Miposhka']",Virtus.pro,"['Resolut1on', 'No[o]ne', 'RAMZES666', 'Zayac', 'Solo']","['Oracle', 'Nyx Assassin', 'Disruptor', 'Troll Warlord', 'Naga Siren', 'Huskar']","['Omniknight', 'Batrider', 'Timbersaw', 'Lifestealer', 'Ancient Apparition', 'Storm Spirit']","['Doom', 'Morphling', 'Slardar', 'Enchantress', 'Snapfire']","['Dark Seer', 'Meepo', 'Gyrocopter', 'Spirit Breaker', 'Io']","<span class=""team__title-label"">Победа</span>",,28 : 15
18,Team Aster vs Newbee,2.31-1.63,-,2.30(8.50)4.65,15 Февраля 15:20 2020,ESL One Los Angeles 2020 | Квалификации,Team Aster,"['Sccc', 'CHYuan', 'Borax', 'Fade', 'Moogy']",Newbee,"['Aq', 'Waixi', 'Faith']","['Timbersaw', 'Lich', 'Tiny', 'Outworld Destroyer', 'Naga Siren', 'Storm Spirit']","['Io', 'Snapfire', 'Medusa', 'Troll Warlord', 'Morphling', 'Templar Assassin']","['Anti-Mage', 'Bloodseeker', 'Batrider', 'Oracle', 'Slark']","['Arc Warden', 'Earthshaker', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,25 : 21
19,Team Aster vs Newbee,2.31-1.63,-,2.30(8.50)4.65,15 Февраля 15:20 2020,ESL One Los Angeles 2020 | Квалификации,Team Aster,"['Sccc', 'CHYuan', 'Borax', 'Fade', 'Moogy']",Newbee,"['Aq', 'Waixi', 'Faith']","['Tiny', 'Earthshaker', 'Lich', 'Ancient Apparition', 'Faceless Void', 'Outworld Destroyer']","['Io', 'Omniknight', 'Oracle', 'Timbersaw', 'Batrider', 'Razor']","['Morphling', 'Kunkka', 'Enchantress', 'Rubick', 'Troll Warlord']","['Templar Assassin', 'Snapfire', 'Shadow Shaman']","<span class=""team__title-label"">Победа</span>",,18 : 10
20,Royal Never Give Up vs Blaze,1.48-2.68,-,1.55(12.52)10.35,15 Февраля 13:25 2020,ESL One Los Angeles 2020 | Квалификации,Blaze,"['小刘', 'GIAO', 'Axx', 'Kazz', 'Monet']",Royal Never Give Up,"['Flyby', 'September', 'Super']","['Timbersaw', 'Io', 'Winter Wyvern', 'Batrider', 'Slark', 'Drow Ranger']","['Omniknight', 'Visage', 'Void Spirit', 'Oracle', 'Enchantress', 'Slardar']","['Puck', 'Outworld Destroyer', 'Underlord', 'Clockwerk', 'Phantom Assassin']","['Mars', 'Snapfire', 'Lich']",,"<span class=""team__title-label"">Победа</span>",17 : 27
21,Royal Never Give Up vs Blaze,1.48-2.68,-,1.55(12.52)10.35,15 Февраля 13:25 2020,ESL One Los Angeles 2020 | Квалификации,Blaze,"['小刘', 'GIAO', 'Axx', 'Kazz', 'Monet']",Royal Never Give Up,"['Flyby', 'September', 'Super']","['Timbersaw', 'Io', 'Winter Wyvern', 'Monkey King', 'Tidehunter', 'Broodmother']","['Troll Warlord', 'Omniknight', 'Snapfire', 'Crystal Maiden', 'Lifestealer', 'Phantom Lancer']","['Clockwerk', 'Void Spirit', 'Puck', 'Lich', 'Slark']","['Dark Seer', 'Pangolier', 'Enchantress']",,"<span class=""team__title-label"">Победа</span>",12 : 24
22,EHOME vs Avengerls,1.61-2.33,-,1.59(13.34)9.80,15 Февраля 13:20 2020,ESL One Los Angeles 2020 | Квалификации,Avengerls,"['Exx', 'Pabiyon', 'YIM', 'pkt', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Snapfire', 'Clockwerk', 'Templar Assassin', 'Naga Siren', 'Outworld Destroyer', 'Slardar']","['Enchantress', 'Chen', 'Timbersaw', 'Ember Spirit', 'Rubick', 'Invoker']","['Faceless Void', 'Legion Commander', 'Skywrath Mage', 'Elder Titan', 'Lone Druid']","['Troll Warlord', 'Puck']",,"<span class=""team__title-label"">Победа</span>",4 : 23
23,EHOME vs Avengerls,1.61-2.33,-,1.59(13.34)9.80,15 Февраля 13:20 2020,ESL One Los Angeles 2020 | Квалификации,Avengerls,"['Exx', 'Pabiyon', 'YIM', 'pkt', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Snapfire', 'Clockwerk', 'Templar Assassin', 'Faceless Void', 'Outworld Destroyer', 'Queen of Pain']","['Chen', 'Lich', 'Timbersaw', 'Ember Spirit', 'Slark', 'Storm Spirit']","['Phantom Lancer', 'Slardar', 'Rubick', 'Enchantress', 'Troll Warlord']","['Tinker', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",7 : 22
24,Team Aster vs Royal Never Give Up,1.87-1.94,-,6.07(1.02)1.89,15 Февраля 09:44 2020,ESL One Los Angeles 2020 | Квалификации,Team Aster,"['Sccc', 'CHYuan', 'Fade', 'Borax', 'Monet']",Royal Never Give Up,"['Flyby', 'September', 'Super']","['Enchantress', 'Lich', 'Oracle', 'Timbersaw', 'Batrider', 'Drow Ranger']","['Io', 'Medusa', 'Puck', 'Slark', 'Outworld Destroyer', 'Ember Spirit']","['Troll Warlord', 'Templar Assassin', 'Rubick', 'Keeper of the Light', 'Faceless Void']","['Slardar', 'Snapfire', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,11 : 4
25,Team Aster vs Royal Never Give Up,1.87-1.94,-,6.07(1.02)1.89,15 Февраля 09:44 2020,ESL One Los Angeles 2020 | Квалификации,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Sccc']",Team Aster,"['CHYuan', 'Borax', 'Fade']","['Io', 'Enchantress', 'Rubick', 'Clockwerk', 'Batrider', 'Storm Spirit']","['Lich', 'Snapfire', 'Omniknight', 'Razor', 'Outworld Destroyer', 'Puck']","['Lifestealer', 'Timbersaw', 'Treant Protector', 'Shadow Shaman', 'Troll Warlord']","['Leshrac', 'Oracle', 'Earthshaker']","<span class=""team__title-label"">Победа</span>",,13 : 7
26,Invictus Gaming vs EHOME,2.40-1.58,-,2.45(8.50)4.22,15 Февраля 09:19 2020,ESL One Los Angeles 2020 | Квалификации,EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'flyfly', 'Emo']",Invictus Gaming,"['JT-', 'Kaka', 'Oli']","['Snapfire', 'Void Spirit', 'Enchantress', 'Slardar', 'Arc Warden', 'Rubick']","['Clockwerk', 'Timbersaw', 'Omniknight', ""Nature's Prophet"", 'Huskar', 'Leshrac']","['Lifestealer', 'Outworld Destroyer', 'Batrider', 'Naga Siren', 'Storm Spirit']","['Centaur Warrunner', 'Puck', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",23 : 12
27,Invictus Gaming vs EHOME,2.40-1.58,-,2.45(8.50)4.22,15 Февраля 09:19 2020,ESL One Los Angeles 2020 | Квалификации,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",EHOME,"['Sylar', 'NothingToSay', 'Faith_bian']","['Clockwerk', 'Snapfire', 'Timbersaw', 'Lifestealer', 'Medusa', 'Omniknight']","['Enchantress', 'Void Spirit', 'Arc Warden', 'Ember Spirit', 'Anti-Mage', 'Storm Spirit']","['Naga Siren', 'Morphling', 'Legion Commander', 'Skywrath Mage', 'Disruptor']","['Faceless Void', 'Leshrac', 'Kunkka']","<span class=""team__title-label"">Победа</span>",,13 : 12
28,Keen Gaming vs Avengerls,1.70-2.16,-,1.73(4.99)7.26,15 Февраля 07:10 2020,ESL One Los Angeles 2020 | Квалификации,Keen Gaming,"['天命', 'Kamma', '一', 'Srf', 'mianmian']",Avengerls,"['Exx', 'Pabiyon', 'YIM', 'pkt']","['Batrider', 'Faceless Void', 'Slark', 'Chen', 'Morphling', 'Arc Warden']","['Disruptor', 'Io', 'Void Spirit', 'Slardar', 'Doom', 'Centaur Warrunner']","['Snapfire', 'Monkey King', 'Viper', 'Puck', 'Rubick']","['Juggernaut', 'Timbersaw', 'Tiny', 'Lich']",,"<span class=""team__title-label"">Победа</span>",18 : 32
29,Keen Gaming vs Avengerls,1.70-2.16,-,1.73(4.99)7.26,15 Февраля 07:10 2020,ESL One Los Angeles 2020 | Квалификации,Keen Gaming,"['天命', 'Kamma', '一', 'Srf', 'mianmian']",Avengerls,"['Exx', 'Pabiyon', 'YIM', 'pkt']","['Batrider', 'Faceless Void', 'Morphling', 'Omniknight', 'Chen', 'Dragon Knight']","['Void Spirit', 'Io', 'Disruptor', 'Phantom Lancer', ""Nature's Prophet"", 'Puck']","['Treant Protector', 'Leshrac', 'Outworld Destroyer', 'Enchantress', 'Earth Spirit']","['Slark', 'Timbersaw', 'Tiny', 'Lich']",,"<span class=""team__title-label"">Победа</span>",21 : 39
30,FURIA Esports vs NoPing e-sports,1.65-2.15,-,1.67-2.15,14 Февраля 23:57 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,NoPing e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",FURIA Esports,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']","['Rubick', 'Lifestealer', 'Bloodseeker', 'Nyx Assassin', 'Timbersaw', 'Legion Commander']","['Void Spirit', 'Monkey King', 'Batrider', 'Phantom Lancer', 'Riki', 'Outworld Destroyer']","['Spectre', 'Razor', 'Slardar', 'Snapfire', 'Enchantress']","['Viper', 'Tidehunter', 'Puck', 'Slark', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,29 : 9
31,FURIA Esports vs NoPing e-sports,1.65-2.15,-,1.67-2.15,14 Февраля 23:57 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,NoPing e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",FURIA Esports,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']","['Lifestealer', 'Rubick', 'Bloodseeker', 'Puck', 'Huskar', 'Viper']","['Enchantress', 'Void Spirit', 'Slardar', 'Spectre', 'Abaddon', 'Outworld Destroyer']","['Riki', 'Magnus', 'Mars', 'Batrider', 'Chen']","['Templar Assassin', 'Beastmaster', 'Snapfire', 'Slark', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,25 : 9
32,FURIA Esports vs NoPing e-sports,1.65-2.15,-,1.67-2.15,14 Февраля 23:57 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,NoPing e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",FURIA Esports,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']","['Lifestealer', 'Bloodseeker', 'Batrider', 'Slark', 'Viper', 'Huskar']","['Slardar', 'Enchantress', 'Void Spirit', 'Monkey King', 'Razor', 'Ancient Apparition']","['Troll Warlord', 'Mars', 'Timbersaw', 'Rubick', 'Lich']","['Pangolier', 'Underlord', 'Winter Wyvern', 'Abaddon', 'Chen']",,"<span class=""team__title-label"">Победа</span>",7 : 29
33,FURIA Esports vs NoPing e-sports,1.65-2.15,-,1.67-2.15,14 Февраля 23:57 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,NoPing e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",FURIA Esports,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']","['Lifestealer', 'Bloodseeker', 'Rubick', 'Viper', 'Beastmaster', 'Ember Spirit']","['Enchantress', 'Slardar', 'Void Spirit', 'Razor', 'Timbersaw', 'Magnus']","['Monkey King', 'Templar Assassin', 'Centaur Warrunner', 'Batrider', 'Ancient Apparition']","['Pangolier', 'Legion Commander', 'Puck', 'Abaddon', 'Chen']","<span class=""team__title-label"">Победа</span>",,22 : 5
34,forZe eSports vs Cyber Legacy,1.81-2.02,-,-,14 Февраля 16:00 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,Cyber Legacy,"['Chappie', 'Palantimos', 'Pikachu', 'Bignum', 'HappyDyurara']",forZe eSports,"['Dame', 'Chuvash', '633', 'VANSKOR']","['Lone Druid', 'Troll Warlord', 'Slardar', 'Morphling', 'Razor', 'Slark']","['Timbersaw', 'Nyx Assassin', 'Batrider', 'Omniknight', 'Clockwerk', 'Tiny']","['Puck', 'Lifestealer', 'Templar Assassin', 'Elder Titan', 'Enchantress']","['Dragon Knight', 'Snapfire', 'Abaddon', 'Lich']","<span class=""team__title-label"">Победа</span>",,20 : 13
35,forZe eSports vs Cyber Legacy,1.81-2.02,-,-,14 Февраля 16:00 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,forZe eSports,"['Dame', 'Chuvash', '633', 'VANSKOR', 'Chappie']",Cyber Legacy,"['Palantimos', 'Pikachu', 'Bignum', 'HappyDyurara']","['Batrider', 'Timbersaw', 'Nyx Assassin', 'Lifestealer', 'Faceless Void', 'Outworld Destroyer']","['Lone Druid', 'Puck', 'Razor', 'Necrophos', 'Huskar', 'Magnus']","['Troll Warlord', 'Clockwerk', 'Dark Seer', 'Oracle', 'Mars']","['Phantom Lancer', 'Kunkka', 'Enchantress', 'Lich']",,"<span class=""team__title-label"">Победа</span>",30 : 19
36,forZe eSports vs Cyber Legacy,1.81-2.02,-,-,14 Февраля 16:00 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,forZe eSports,"['Dame', 'Chuvash', '633', 'VANSKOR', 'Chappie']",Cyber Legacy,"['Palantimos', 'Pikachu', 'Bignum', 'HappyDyurara']","['Timbersaw', 'Puck', 'Batrider', 'Nyx Assassin', 'Beastmaster', 'Mars']","['Lone Druid', 'Dark Seer', 'Slardar', 'Razor', 'Omniknight', 'Pangolier']","['Lifestealer', 'Clockwerk', 'Pugna', 'Snapfire', 'Enchantress']","['Troll Warlord', 'Broodmother', 'Doom', 'Lich']","<span class=""team__title-label"">Победа</span>",,32 : 14
37,forZe eSports vs Cyber Legacy,1.81-2.02,-,-,14 Февраля 16:00 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,forZe eSports,"['Dame', 'Chuvash', 'VANSKOR', '633', 'Chappie']",Cyber Legacy,"['Palantimos', 'Pikachu', 'Bignum', 'HappyDyurara']","['Timbersaw', 'Puck', 'Nyx Assassin', 'Slark', 'Faceless Void', 'Phantom Lancer']","['Lone Druid', 'Dark Seer', 'Slardar', 'Broodmother', 'Visage', 'Meepo']","['Lifestealer', 'Snapfire', 'Ancient Apparition', 'Mars', 'Omniknight']","['Weaver', 'Huskar', 'Enchantress', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,22 : 5
38,forZe eSports vs Cyber Legacy,1.81-2.02,-,-,14 Февраля 16:00 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,forZe eSports,"['Dame', 'Chuvash', 'VANSKOR', '633', 'Chappie']",Cyber Legacy,"['Palantimos', 'Pikachu', 'Bignum', 'HappyDyurara']","['Puck', 'Timbersaw', 'Nyx Assassin', 'Phantom Lancer', 'Enchantress', 'Tiny']","['Lone Druid', 'Dark Seer', 'Batrider', 'Necrophos', 'Mars', 'Meepo']","['Troll Warlord', 'Clockwerk', 'Snapfire', 'Pugna', 'Phoenix']","['Riki', 'Templar Assassin', 'Slardar', 'Lich']","<span class=""team__title-label"">Победа</span>",,20 : 5
39,Royal Never Give Up vs Newbee,1.65-2.26,-,1.66(6.21)7.52,14 Февраля 15:35 2020,ESL One Los Angeles 2020 | Квалификации,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Moogy']",Newbee,"['Aq', 'Waixi', 'Faith']","['Tiny', 'Ancient Apparition', 'Earthshaker', 'Omniknight', 'Outworld Destroyer', 'Timbersaw']","['Troll Warlord', 'Void Spirit', 'Winter Wyvern', 'Morphling', 'Razor', 'Huskar']","['Faceless Void', 'Clockwerk', 'Snapfire', 'Enchantress', 'Gyrocopter']","['Templar Assassin', 'Nyx Assassin', 'Io']","<span class=""team__title-label"">Победа</span>",,19 : 4
40,Royal Never Give Up vs Newbee,1.65-2.26,-,1.66(6.21)7.52,14 Февраля 15:35 2020,ESL One Los Angeles 2020 | Квалификации,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Moogy']",Newbee,"['Aq', 'Waixi', 'Faith']","['Tiny', 'Earthshaker', 'Io', 'Slark', 'Templar Assassin', 'Bloodseeker']","['Snapfire', 'Enchantress', 'Troll Warlord', 'Lifestealer', 'Puck', 'Kunkka']","['Anti-Mage', 'Timbersaw', 'Pangolier', 'Lich', 'Faceless Void']","['Leshrac', 'Tusk', 'Chen']","<span class=""team__title-label"">Победа</span>",,21 : 8
41,Alliance vs Team Nigma,2.98-1.40,-,2.40-1.53,14 Февраля 15:27 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,Alliance,"['FATA-', 'Nikobaby', 'Limmp', '33', 'Handsken']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Enchantress', 'Slardar', 'Dark Seer', 'Puck', 'Void Spirit']","['Oracle', 'Pugna', 'Nyx Assassin', 'Razor', 'Bloodseeker', 'Huskar']","['Lich', 'Faceless Void', 'Batrider', 'Timbersaw', 'Earthshaker']","['Ember Spirit', 'Slark', 'Omniknight', 'Clockwerk', 'Snapfire']","<span class=""team__title-label"">Победа</span>",,43 : 18
42,Alliance vs Team Nigma,2.98-1.40,-,2.40-1.53,14 Февраля 15:27 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,Alliance,"['FATA-', 'Nikobaby', 'Limmp', '33', 'Handsken']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Slardar', 'Enchantress', 'Slark', 'Dark Seer', 'Puck']","['Faceless Void', 'Oracle', 'Pugna', 'Tiny', 'Night Stalker', 'Troll Warlord']","['Grimstroke', 'Juggernaut', 'Razor', 'Batrider', 'Earthshaker']","['Void Spirit', 'Anti-Mage', 'Beastmaster', 'Nyx Assassin', 'Snapfire']",,"<span class=""team__title-label"">Победа</span>",14 : 23
43,Alliance vs Team Nigma,2.98-1.40,-,2.40-1.53,14 Февраля 15:27 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,Alliance,"['FATA-', 'Nikobaby', 'Limmp', '33', 'Handsken']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Razor', 'Io', 'Void Spirit', 'Morphling', 'Anti-Mage', 'Phantom Lancer']","['Snapfire', 'Slardar', 'Enchantress', 'Faceless Void', 'Bloodseeker', 'Lifestealer']","['Oracle', 'Riki', 'Huskar', 'Timbersaw', 'Rubick']","['Outworld Destroyer', 'Monkey King', 'Pugna', 'Nyx Assassin', 'Chen']",,"<span class=""team__title-label"">Победа</span>",15 : 44
44,Alliance vs Team Nigma,2.98-1.40,-,2.40-1.53,14 Февраля 15:27 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,Alliance,"['FATA-', 'Nikobaby', 'Limmp', '33', 'Handsken']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Enchantress', 'Phantom Lancer', 'Void Spirit', 'Razor', 'Monkey King']","['Faceless Void', 'Lifestealer', 'Tiny', 'Troll Warlord', 'Bloodseeker', 'Viper']","['Snapfire', 'Sven', 'Batrider', 'Timbersaw', 'Nyx Assassin']","['Templar Assassin', 'Ember Spirit', 'Slardar', 'Rubick', 'Chen']","<span class=""team__title-label"">Победа</span>",,31 : 16
45,Alliance vs Team Nigma,2.98-1.40,-,2.40-1.53,14 Февраля 15:27 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,Alliance,"['FATA-', 'Nikobaby', 'Limmp', '33', 'Handsken']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Enchantress', 'Phantom Lancer', 'Rubick', 'Anti-Mage', 'Chen']","['Faceless Void', 'Batrider', 'Nyx Assassin', 'Puck', 'Winter Wyvern', 'Naga Siren']","['Snapfire', 'Medusa', 'Tiny', 'Timbersaw', 'Disruptor']","['Void Spirit', 'Lifestealer', 'Slardar', 'Skywrath Mage', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,31 : 28
46,Invictus Gaming vs Keen Gaming,1.43-2.85,-,1.53(1.18)8.72,14 Февраля 13:28 2020,ESL One Los Angeles 2020 | Квалификации,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Keen Gaming,"['天命', 'Kamma', '一', 'Srf', 'mianmian']","['Enchantress', 'Slardar', 'Snapfire', 'Shadow Fiend', 'Slark', 'Templar Assassin']","['Arc Warden', 'Earthshaker', 'Disruptor', 'Monkey King', 'Batrider', 'Ursa']","['Morphling', 'Doom', 'Void Spirit', 'Skywrath Mage', 'Lich']","['Tusk', 'Bloodseeker', 'Ember Spirit', 'Timbersaw', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,37 : 26
47,Invictus Gaming vs Keen Gaming,1.43-2.85,-,1.53(1.18)8.72,14 Февраля 13:28 2020,ESL One Los Angeles 2020 | Квалификации,Keen Gaming,"['天命', 'Kamma', '一', 'Srf', 'mianmian']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Snapfire', 'Arc Warden', 'Void Spirit', 'Slark', 'Lifestealer', 'Anti-Mage']","['Troll Warlord', 'Clockwerk', 'Lich', 'Naga Siren', 'Omniknight', 'Puck']","['Disruptor', 'Gyrocopter', 'Mars', ""Nature's Prophet"", 'Earth Spirit']","['Magnus', 'Ember Spirit', 'Slardar', 'Shadow Demon', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,36 : 8
48,Cyber Legacy vs HellRaisers,1.99-1.83,-,1.99-1.76,14 Февраля 13:10 2020,StarLadder ImbaTV Dota 2 Minor Season 3 | Квалификации,HellRaisers,"['Nix', 'xannii', 'Funn1k', 'Gilgir', 'Miposhka']",Cyber Legacy,"['Chappie', 'Palantimos', 'Pikachu', 'Bignum', 'HappyDyurara']","['Enchantress', 'Slardar', 'Timbersaw', 'Abaddon', 'Phantom Lancer', 'Underlord']","['Ancient Apparition', 'Troll Warlord', 'Batrider', 'Monkey King', 'Dark Seer', 'Naga Siren']","['Terrorblade', 'Doom', 'Beastmaster', 'Tiny', 'Disruptor']","['Puck', 'Clinkz', 'Templar Assassin', 'Nyx Assassin', 'Lich']",,"<span class=""team__title-label"">Победа</span>",17 : 31
