,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
36,Fnatic vs Geek Fam,1.35-3.26,-,1.39-2.89,19 Июля 11:50 2020,ONE Esports Dota 2 SEA League,Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Doom', 'Tiny', 'Naga Siren', 'Necrophos', 'Ancient Apparition', 'Legion Commander', 'Beastmaster']","['Timbersaw', 'Phantom Lancer', 'Batrider', ""Nature's Prophet"", 'Venomancer', 'Chen', 'Bane']","['Morphling', 'Dragon Knight', 'Snapfire', 'Ogre Magi', 'Earthshaker']","['Anti-Mage', 'Ember Spirit', 'Puck', 'Treant Protector', 'Lion']",,"<span class=""team__title-label"">Победа</span>",7 : 43
37,EHOME vs Team Aster,2.07-1.77,-,1.93-1.81,19 Июля 11:07 2020,DPL-CDA Professional League Season 2,Team Aster,"['Sccc', 'CHYuan', 'Xxs', 'Borax', 'Fade']",EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'XinQ', 'y`']","['Mirana', 'Clockwerk', 'Juggernaut', 'Ember Spirit', 'Spectre', 'Oracle', 'Abaddon']","['Io', 'Void Spirit', 'Anti-Mage', 'Morphling', 'Clinkz', 'Medusa', 'Terrorblade']","['Luna', 'Kunkka', 'Batrider', 'Vengeful Spirit', 'Earthshaker']","[""Nature's Prophet"", 'Troll Warlord', 'Omniknight', 'Earth Spirit', 'Dark Seer']",,"<span class=""team__title-label"">Победа</span>",19 : 28
38,EHOME vs Team Aster,2.07-1.77,-,1.93-1.81,19 Июля 11:07 2020,DPL-CDA Professional League Season 2,Team Aster,"['Sccc', 'CHYuan', 'Xxs', 'Fade', 'Borax']",EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'XinQ', 'y`']","['Mirana', ""Nature's Prophet"", 'Pugna', 'Zeus', 'Phantom Lancer', 'Troll Warlord', 'Clinkz']","['Io', 'Batrider', 'Void Spirit', 'Viper', 'Invoker', 'Venomancer', 'Queen of Pain']","['Terrorblade', 'Kunkka', 'Brewmaster', 'Rubick', 'Vengeful Spirit']","['Spectre', 'Ember Spirit', 'Visage', 'Tiny', 'Dark Seer']",,"<span class=""team__title-label"">Победа</span>",9 : 25
39,TNC Predator vs Geek Fam,1.65-2.26,-,1.60-2.25,19 Июля 09:07 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Treant Protector', 'Batrider', 'Spectre', 'Grimstroke', 'Morphling', 'Winter Wyvern', 'Vengeful Spirit']","['Mirana', 'Ancient Apparition', 'Naga Siren', 'Phantom Lancer', 'Tusk', 'Templar Assassin', 'Terrorblade']","['Io', 'Razor', ""Nature's Prophet"", 'Spirit Breaker', 'Jakiro']","['Gyrocopter', 'Queen of Pain', 'Doom', 'Venomancer', 'Ogre Magi']",,"<span class=""team__title-label"">Победа</span>",22 : 39
40,TNC Predator vs Geek Fam,1.65-2.26,-,1.60-2.25,19 Июля 09:07 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Batrider', 'Queen of Pain', 'Spectre', 'Troll Warlord', 'Anti-Mage', 'Dragon Knight', 'Ember Spirit']","['Mirana', 'Io', 'Naga Siren', 'Morphling', 'Terrorblade', 'Leshrac', 'Kunkka']","['Venomancer', 'Alchemist', ""Nature's Prophet"", 'Vengeful Spirit', 'Tiny']","['Phantom Lancer', 'Doom', 'Sand King', 'Treant Protector', 'Ogre Magi']",,"<span class=""team__title-label"">Победа</span>",16 : 35
41,PSG.LGD vs iG.Vitality,1.07-9.98,-,1.07-7.67,18 Июля 14:20 2020,DPL-CDA Professional League Season 2,PSG.LGD,"['Somnus`M', 'old eLeVeN', 'Chalice', 'fy', 'xNova']",iG.Vitality,"['不是', '白白日梦', 'doodle', 'Dust', 'ButterflyEffect']","['Vengeful Spirit', 'Io', 'Void Spirit', 'Phoenix', 'Naga Siren', 'Death Prophet', 'Terrorblade']","['Clockwerk', 'Mars', 'Batrider', 'Queen of Pain', ""Nature's Prophet"", 'Zeus', 'Kunkka']","['Mirana', 'Slardar', 'Spectre', 'Earthshaker', 'Enchantress']","['Lich', 'Dazzle', 'Phantom Assassin', 'Tusk', 'Clinkz']","<span class=""team__title-label"">Победа</span>",,39 : 13
42,PSG.LGD vs iG.Vitality,1.07-9.98,-,1.07-7.67,18 Июля 14:20 2020,DPL-CDA Professional League Season 2,PSG.LGD,"['Somnus`M', 'Chalice', 'old eLeVeN', 'fy', 'xNova']",iG.Vitality,"['白白日梦', '不是', 'doodle', 'Dust', 'ButterflyEffect']","['Vengeful Spirit', 'Io', 'Death Prophet', 'Kunkka', 'Void Spirit', 'Storm Spirit', 'Invoker']","['Earthshaker', 'Mirana', 'Batrider', 'Ursa', 'Morphling', 'Faceless Void', 'Doom']","['Zeus', ""Nature's Prophet"", 'Sand King', 'Snapfire', 'Earth Spirit']","['Mars', 'Clockwerk', 'Terrorblade', 'Phoenix', 'Queen of Pain']",,"<span class=""team__title-label"">Победа</span>",31 : 42
43,PSG.LGD vs iG.Vitality,1.07-9.98,-,1.07-7.67,18 Июля 14:20 2020,DPL-CDA Professional League Season 2,PSG.LGD,"['Somnus`M', 'old eLeVeN', 'Chalice', 'fy', 'xNova']",iG.Vitality,"['不是', '白白日梦', 'doodle', 'Dust', 'ButterflyEffect']","['Mars', 'Vengeful Spirit', 'Mirana', 'Snapfire', 'Puck', 'Batrider', 'Brewmaster']","['Earthshaker', 'Ancient Apparition', 'Faceless Void', 'Morphling', 'Terrorblade', 'Templar Assassin', 'Shadow Fiend']","['Ember Spirit', 'Clockwerk', 'Drow Ranger', 'Phoenix', 'Elder Titan']","['Io', 'Timbersaw', 'Gyrocopter', 'Shadow Demon', 'Kunkka']","<span class=""team__title-label"">Победа</span>",,51 : 33
44,Geek Fam vs T1,1.44-2.81,-,1.30-3.38,18 Июля 12:50 2020,ONE Esports Dota 2 SEA League,T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Ember Spirit', 'Batrider', 'Spectre', 'Phantom Lancer', 'Troll Warlord', 'Lycan', 'Templar Assassin']","['Clockwerk', 'Doom', 'Timbersaw', 'Morphling', 'Dragon Knight', 'Mars', 'Underlord']","['Sand King', 'Puck', 'Anti-Mage', 'Ogre Magi', 'Rubick']","['Ursa', 'Queen of Pain', ""Nature's Prophet"", 'Tiny', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,31 : 19
45,Geek Fam vs T1,1.44-2.81,-,1.30-3.38,18 Июля 12:50 2020,ONE Esports Dota 2 SEA League,T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Batrider', 'Ember Spirit', 'Gyrocopter', 'Alchemist', 'Venomancer', 'Kunkka', 'Mars']","['Ogre Magi', 'Sand King', 'Phantom Lancer', 'Anti-Mage', 'Ancient Apparition', 'Ursa', 'Slark']","['Doom', 'Drow Ranger', 'Broodmother', 'Puck', 'Shadow Shaman']","['Morphling', 'Earthshaker', 'Dragon Knight', 'Treant Protector', 'Lion']",,"<span class=""team__title-label"">Победа</span>",14 : 43
46,Geek Fam vs T1,1.44-2.81,-,1.30-3.38,18 Июля 12:50 2020,ONE Esports Dota 2 SEA League,T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Ember Spirit', 'Doom', 'Phantom Lancer', 'Slark', 'Faceless Void', 'Lina', 'Kunkka']","['Sand King', 'Ogre Magi', 'Puck', ""Nature's Prophet"", 'Broodmother', 'Alchemist', 'Terrorblade']","['Batrider', 'Queen of Pain', 'Phantom Assassin', 'Clockwerk', 'Snapfire']","['Anti-Mage', 'Void Spirit', 'Legion Commander', 'Treant Protector', 'Lion']",,"<span class=""team__title-label"">Победа</span>",17 : 27
47,Invictus Gaming vs iG.Vitality,1.01-28.07,-,1.15-4.99,18 Июля 11:01 2020,DPL-CDA Professional League Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",iG.Vitality,"['不是', '白白日梦', 'doodle', 'ButterflyEffect', 'Dust']","['Death Prophet', 'Earthshaker', 'Naga Siren', 'Phantom Lancer', 'Earth Spirit', 'Razor', 'Puck']","['Mirana', 'Clockwerk', 'Morphling', 'Enchantress', 'Ancient Apparition', 'Templar Assassin', 'Storm Spirit']","['Lifestealer', 'Void Spirit', 'Clinkz', 'Tusk', 'Vengeful Spirit']","['Io', 'Mars', 'Gyrocopter', 'Kunkka', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",14 : 34
48,Invictus Gaming vs iG.Vitality,1.01-28.07,-,1.15-4.99,18 Июля 11:01 2020,DPL-CDA Professional League Season 2,iG.Vitality,"['不是', '白白日梦', 'doodle', 'ButterflyEffect', 'Dust']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Mirana', 'Clinkz', 'Puck', 'Morphling', 'Ancient Apparition', 'Terrorblade', 'Anti-Mage']","['Mars', 'Clockwerk', ""Nature's Prophet"", 'Death Prophet', 'Chen', 'Batrider', 'Timbersaw']","['Io', 'Doom', 'Gyrocopter', 'Queen of Pain', 'Earthshaker']","['Drow Ranger', 'Kunkka', 'Night Stalker', 'Rubick', 'Vengeful Spirit']",,"<span class=""team__title-label"">Победа</span>",11 : 38
49,Invictus Gaming vs iG.Vitality,1.01-28.07,-,1.15-4.99,18 Июля 11:01 2020,DPL-CDA Professional League Season 2,iG.Vitality,"['不是', '白白日梦', 'doodle', 'Dust', 'ButterflyEffect']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Vengeful Spirit', 'Mirana', 'Morphling', 'Batrider', 'Tidehunter', 'Leshrac', 'Ember Spirit']","['Phoenix', 'Tusk', 'Io', 'Clockwerk', 'Terrorblade', 'Earthshaker', 'Earth Spirit']","['Shadow Demon', 'Mars', 'Naga Siren', 'Lina', 'Timbersaw']","['Clinkz', 'Phantom Lancer', 'Underlord', 'Tiny', 'Enchantress']",,"<span class=""team__title-label"">Победа</span>",24 : 29
50,Fnatic vs TNC Predator,1.48-2.68,-,1.45-2.63,18 Июля 09:09 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']","['Batrider', ""Nature's Prophet"", 'Puck', 'Vengeful Spirit', 'Ember Spirit', 'Venomancer', 'Kunkka']","['Ogre Magi', 'Mirana', 'Ancient Apparition', 'Phantom Lancer', 'Naga Siren', 'Invoker', 'Lina']","['Enchantress', 'Faceless Void', 'Queen of Pain', 'Void Spirit', 'Phoenix']","['Morphling', 'Clinkz', 'Snapfire', 'Treant Protector', 'Tiny']",,"<span class=""team__title-label"">Победа</span>",7 : 27
51,Fnatic vs TNC Predator,1.48-2.68,-,1.45-2.63,18 Июля 09:09 2020,ONE Esports Dota 2 SEA League,Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']",TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']","['Mirana', 'Ogre Magi', 'Templar Assassin', 'Winter Wyvern', 'Beastmaster', 'Necrophos', 'Pugna']","['Batrider', 'Morphling', 'Razor', 'Ancient Apparition', 'Riki', ""Nature's Prophet"", 'Terrorblade']","['Wraith King', 'Tiny', 'Timbersaw', 'Grimstroke', 'Rubick']","['Io', 'Gyrocopter', 'Death Prophet', 'Doom', 'Tusk']",,"<span class=""team__title-label"">Победа</span>",14 : 31
52,Fnatic vs TNC Predator,1.48-2.68,-,1.45-2.63,18 Июля 09:09 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']","['Morphling', 'Batrider', 'Treant Protector', 'Phoenix', 'Chen', 'Viper', 'Puck']","['Mirana', 'Io', 'Troll Warlord', 'Necrophos', 'Alchemist', 'Death Prophet', 'Kunkka']","['Grimstroke', 'Spectre', 'Ember Spirit', 'Ogre Magi', 'Doom']","['Phantom Lancer', 'Dragon Knight', 'Venomancer', 'Witch Doctor', 'Tiny']",,"<span class=""team__title-label"">Победа</span>",20 : 24
53,EHOME vs Royal Never Give Up,1.83-1.99,-,1.87-1.87,17 Июля 14:14 2020,DPL-CDA Professional League Season 2,EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'XinQ', 'y`']",Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']","['Clockwerk', 'Phoenix', 'Terrorblade', 'Medusa', 'Anti-Mage', 'Troll Warlord', 'Drow Ranger']","['Snapfire', 'Mirana', 'Batrider', 'Spectre', 'Morphling', 'Huskar', 'Juggernaut']","['Riki', 'Magnus', ""Nature's Prophet"", 'Earth Spirit', 'Oracle']","['Phantom Assassin', 'Templar Assassin', 'Mars', 'Tusk', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,19 : 6
54,EHOME vs Royal Never Give Up,1.83-1.99,-,1.87-1.87,17 Июля 14:14 2020,DPL-CDA Professional League Season 2,EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'XinQ', 'y`']",Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']","['Vengeful Spirit', 'Mars', 'Batrider', 'Lina', 'Treant Protector', 'Legion Commander', 'Axe']","[""Nature's Prophet"", 'Snapfire', 'Terrorblade', 'Anti-Mage', 'Visage', 'Mirana', 'Beastmaster']","['Juggernaut', 'Puck', 'Lycan', 'Tiny', 'Grimstroke']","['Spectre', 'Kunkka', 'Bristleback', 'Phoenix', 'Oracle']",,"<span class=""team__title-label"">Победа</span>",20 : 27
55,EHOME vs Royal Never Give Up,1.83-1.99,-,1.87-1.87,17 Июля 14:14 2020,DPL-CDA Professional League Season 2,Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']",EHOME,"['Sylar', 'NothingToSay', 'Faith_bian', 'XinQ', 'y`']","['Snapfire', ""Nature's Prophet"", 'Magnus', 'Batrider', 'Shadow Demon', 'Pugna', 'Sniper']","['Spectre', 'Phoenix', 'Medusa', 'Anti-Mage', 'Luna', 'Viper', 'Lina']","['Sven', 'Venomancer', 'Vengeful Spirit', 'Tusk', 'Warlock']","['Terrorblade', 'Kunkka', 'Chaos Knight', 'Earth Spirit', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,25 : 7
56,T1 vs OB Esports x Neon,2.72-1.47,-,2.85-1.39,17 Июля 13:04 2020,ONE Esports Dota 2 SEA League,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Jaunuel']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Doom', 'Lone Druid', 'Anti-Mage', 'Necrophos', 'Terrorblade', 'Ember Spirit', 'Kunkka']","['Chen', 'Tiny', 'Batrider', 'Earth Spirit', 'Riki', 'Puck', 'Faceless Void']","[""Nature's Prophet"", 'Pangolier', 'Venomancer', 'Queen of Pain', 'Disruptor']","['Underlord', 'Morphling', 'Broodmother', 'Ogre Magi', 'Snapfire']",,"<span class=""team__title-label"">Победа</span>",7 : 26
57,T1 vs OB Esports x Neon,2.72-1.47,-,2.85-1.39,17 Июля 13:04 2020,ONE Esports Dota 2 SEA League,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Jaunuel']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Lone Druid', 'Doom', 'Broodmother', 'Anti-Mage', 'Phantom Lancer', 'Puck', 'Invoker']","['Chen', 'Tiny', 'Slark', 'Batrider', 'Earth Spirit', 'Ursa', 'Troll Warlord']","['Bloodseeker', 'Queen of Pain', 'Venomancer', 'Pangolier', 'Clockwerk']","['Underlord', 'Ember Spirit', 'Morphling', 'Ogre Magi', 'Snapfire']","<span class=""team__title-label"">Победа</span>",,38 : 13
58,T1 vs OB Esports x Neon,2.72-1.47,-,2.85-1.39,17 Июля 13:04 2020,ONE Esports Dota 2 SEA League,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Jaunuel']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Lone Druid', 'Broodmother', 'Grimstroke', 'Anti-Mage', 'Phantom Lancer', 'Terrorblade', 'Lifestealer']","['Tiny', 'Venomancer', 'Ursa', 'Faceless Void', 'Batrider', 'Wraith King', 'Bloodseeker']","['Naga Siren', 'Puck', 'Jakiro', 'Pangolier', 'Treant Protector']","['Doom', 'Alchemist', 'Queen of Pain', 'Clockwerk', 'Bane']",,"<span class=""team__title-label"">Победа</span>",21 : 38
59,Adroit Esports vs Geek Fam,-,-,2.48-1.50,17 Июля 09:10 2020,ONE Esports Dota 2 SEA League,Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'cml', 'Boomy']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Doom', 'Dragon Knight', 'Venomancer', 'Timbersaw', 'Spectre', 'Ember Spirit', 'Void Spirit']","['Vengeful Spirit', 'Tiny', 'Anti-Mage', 'Terrorblade', 'Troll Warlord', 'Batrider', 'Morphling']","['Riki', 'Magnus', 'Sand King', 'Oracle', ""Nature's Prophet""]","['Phantom Assassin', 'Queen of Pain', 'Pangolier', 'Rubick', 'Ogre Magi']","<span class=""team__title-label"">Победа</span>",,27 : 11
60,Adroit Esports vs Geek Fam,-,-,2.48-1.50,17 Июля 09:10 2020,ONE Esports Dota 2 SEA League,Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'Boomy', 'cml']","['Sand King', 'Magnus', 'Terrorblade', 'Phantom Lancer', 'Morphling', 'Shadow Fiend', 'Queen of Pain']","['Dragon Knight', 'Doom', 'Timbersaw', 'Spectre', 'Phoenix', 'Slardar', 'Puck']","['Gyrocopter', 'Batrider', 'Beastmaster', 'Treant Protector', 'Disruptor']","['Lifestealer', 'Ember Spirit', 'Clockwerk', 'Tiny', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,33 : 41
61,Adroit Esports vs Geek Fam,-,-,2.48-1.50,17 Июля 09:10 2020,ONE Esports Dota 2 SEA League,Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'Boomy', 'cml']","['Magnus', 'Sand King', 'Terrorblade', 'Earth Spirit', 'Treant Protector', 'Enchantress', 'Oracle']","['Doom', 'Dragon Knight', 'Templar Assassin', 'Batrider', 'Spectre', 'Troll Warlord', 'Dark Seer']","[""Nature's Prophet"", 'Ember Spirit', 'Legion Commander', 'Tiny', 'Disruptor']","['Phantom Lancer', 'Shadow Fiend', 'Tidehunter', 'Clockwerk', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,38 : 17
62,TEAM STAR vs T1,2.81-1.44,-,2.73-1.42,16 Июля 14:27 2020,ONE Esports Dota 2 SEA League,TEAM STAR,"['LaNcE', 'ddz', 'Candyloon', 'YamateH', 'MozuN']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Lone Druid', 'Pangolier', 'Mirana', 'Earthshaker', 'Earth Spirit', 'Invoker', 'Broodmother']","['Batrider', 'Ember Spirit', 'Beastmaster', 'Ursa', 'Timbersaw', 'Morphling', 'Terrorblade']","['Wraith King', ""Nature's Prophet"", 'Abaddon', 'Phoenix', 'Ogre Magi']","['Doom', 'Magnus', 'Phantom Assassin', 'Winter Wyvern', 'Tiny']",,"<span class=""team__title-label"">Победа</span>",10 : 27
63,TEAM STAR vs T1,2.81-1.44,-,2.73-1.42,16 Июля 14:27 2020,ONE Esports Dota 2 SEA League,TEAM STAR,"['LaNcE', 'ddz', 'Candyloon', 'MozuN', 'YamateH']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Magnus', 'Winter Wyvern', 'Batrider', 'Timbersaw', ""Nature's Prophet"", 'Invoker', 'Kunkka']","['Ember Spirit', 'Void Spirit', 'Tiny', 'Alchemist', 'Morphling', 'Phoenix', 'Puck']","['Faceless Void', 'Mars', 'Doom', 'Vengeful Spirit', 'Zeus']","['Centaur Warrunner', 'Venomancer', 'Terrorblade', 'Ogre Magi', 'Rubick']","<span class=""team__title-label"">Победа</span>",,40 : 23
64,TEAM STAR vs T1,2.81-1.44,-,2.73-1.42,16 Июля 14:27 2020,ONE Esports Dota 2 SEA League,TEAM STAR,"['LaNcE', 'ddz', 'Candyloon', 'YamateH', 'MozuN']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Winter Wyvern', 'Magnus', 'Naga Siren', 'Spectre', 'Oracle', 'Juggernaut', 'Slark']","['Ember Spirit', 'Void Spirit', 'Wraith King', 'Luna', 'Faceless Void', 'Timbersaw', 'Mars']","['Ursa', 'Vengeful Spirit', 'Batrider', 'Mirana', 'Clockwerk']","['Doom', 'Tiny', 'Anti-Mage', 'Lich', 'Grimstroke']",,"<span class=""team__title-label"">Победа</span>",38 : 42
65,Team Aster vs Royal Never Give Up,1.87-1.95,-,1.77-1.98,16 Июля 14:05 2020,DPL-CDA Professional League Season 2,Team Aster,"['Sccc', 'CHYuan', 'Xxs', 'Fade', 'Borax']",Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']","['Vengeful Spirit', 'Queen of Pain', 'Phantom Lancer', 'Morphling', 'Faceless Void', 'Clinkz', 'Troll Warlord']","['Io', 'Void Spirit', 'Treant Protector', 'Tidehunter', 'Mars', 'Centaur Warrunner', 'Batrider']","['Terrorblade', 'Kunkka', 'Doom', 'Phoenix', 'Enchantress']","['Spectre', 'Lina', 'Brewmaster', 'Snapfire', 'Clockwerk']","<span class=""team__title-label"">Победа</span>",,23 : 14
66,Team Aster vs Royal Never Give Up,1.87-1.95,-,1.77-1.98,16 Июля 14:05 2020,DPL-CDA Professional League Season 2,Team Aster,"['Sccc', 'CHYuan', 'Xxs', 'Borax', 'Fade']",Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']","['Vengeful Spirit', 'Queen of Pain', 'Ember Spirit', 'Phantom Lancer', 'Morphling', 'Troll Warlord', 'Slark']","['Terrorblade', 'Void Spirit', 'Gyrocopter', 'Ursa', 'Anti-Mage', 'Phantom Assassin', 'Luna']","['Invoker', 'Kunkka', 'Legion Commander', 'Io', 'Shadow Demon']","['Spectre', 'Outworld Destroyer', 'Mars', 'Dark Willow', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",17 : 35
67,Team Aster vs Royal Never Give Up,1.87-1.95,-,1.77-1.98,16 Июля 14:05 2020,DPL-CDA Professional League Season 2,Team Aster,"['Sccc', 'CHYuan', 'Xxs', 'Borax', 'Fade']",Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']","['Vengeful Spirit', 'Ancient Apparition', 'Morphling', 'Razor', 'Clockwerk', 'Lina', 'Puck']","['Void Spirit', 'Terrorblade', 'Kunkka', 'Tidehunter', 'Shadow Demon', 'Dragon Knight', 'Viper']","['Gyrocopter', 'Invoker', 'Brewmaster', 'Io', 'Rubick']","['Spectre', 'Queen of Pain', 'Mars', 'Dark Willow', 'Elder Titan']","<span class=""team__title-label"">Победа</span>",,22 : 10
68,BOOM Esports vs Adroit Esports,-,-,1.63-2.21,16 Июля 10:05 2020,ONE Esports Dota 2 SEA League,BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'cml', 'Boomy']","[""Nature's Prophet"", 'Earth Spirit', 'Anti-Mage', 'Phantom Lancer', 'Batrider', 'Spectre', 'Riki']","['Timbersaw', 'Lone Druid', 'Shadow Fiend', 'Medusa', 'Templar Assassin', 'Centaur Warrunner', 'Void Spirit']","['Slark', 'Venomancer', 'Doom', 'Winter Wyvern', 'Vengeful Spirit']","['Troll Warlord', 'Magnus', 'Sand King', 'Enchantress', 'Tiny']","<span class=""team__title-label"">Победа</span>",,35 : 25
69,BOOM Esports vs Adroit Esports,-,-,1.63-2.21,16 Июля 10:05 2020,ONE Esports Dota 2 SEA League,BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'cml', 'Boomy']","['Earth Spirit', ""Nature's Prophet"", 'Anti-Mage', 'Batrider', 'Phantom Assassin', 'Sand King', 'Pugna']","['Timbersaw', 'Doom', 'Venomancer', 'Medusa', 'Shadow Fiend', 'Invoker', 'Outworld Destroyer']","['Faceless Void', 'Silencer', 'Pangolier', 'Phoenix', 'Vengeful Spirit']","['Morphling', 'Magnus', 'Beastmaster', 'Jakiro', 'Tiny']",,"<span class=""team__title-label"">Победа</span>",5 : 24
